title,company,location,salary,skills,link,source
Operations BDA Executive,Urban Company,Bangalore,"₹ 3,00,000 - 3,24,000","English Proficiency (Spoken), Google Sheets, Hindi Proficiency (Spoken), MS-Excel",https://internshala.com/job/detail/fresher-operations-bda-executive-job-in-bangalore-at-urban-company1746612196,Internshala
Business Development Associate (Data & Operations),Urban Company,Bangalore,"₹ 3,00,000 - 3,24,000","Data Analytics, Google Sheets, MS-Excel, SQL,   ",https://internshala.com/job/detail/fresher-business-development-associate-data-operations-job-in-bangalore-at-urban-company1745994805,Internshala
Sales & Marketing Executive,Stag International,Ghaziabad,"₹ 3,00,000 - 3,20,000","Field Sales, Marketing",https://internshala.com/job/detail/sales-marketing-executive-job-in-multiple-locations-at-stag-international1746512356,Internshala
Product Development Engineer,Stag International,Ghaziabad,"₹ 3,00,000 - 3,20,000",KeyShot,https://internshala.com/job/detail/product-development-engineer-job-in-multiple-locations-at-stag-international1745827259,Internshala
Telesales Executive,NestAway Technologies Private Limited,Bangalore,"₹ 3,00,000 - 3,20,000","Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Negotiation, Problem Solving,,",https://internshala.com/job/detail/fresher-telesales-executive-job-in-bangalore-at-nestaway-technologies-private-limited1745325341,Internshala
Shopify Expert,Stag International,Meerut,"₹ 3,00,000 - 3,20,000","E-commerce, Shopify, Web development",https://internshala.com/job/detail/shopify-expert-job-in-meerut-at-stag-international1744186685,Internshala
Holiday Expert,V2V Holidays,Bhopal,"₹ 3,00,000 - 3,20,000","Client Interaction, Client Relationship, Negotiation, Sales, Sales Management, Sales Strategy",https://internshala.com/job/detail/holiday-expert-job-in-bhopal-at-v2v-holidays1746538994,Internshala
Outbound Lead Generator,Mayura Consultancy,Work from home,"₹ 3,00,000 - 3,20,000","Lead Generation, LinkedIn Marketing",https://internshala.com/job/detail/remote-outbound-lead-generator-job-at-mayura-consultancy1744715819,Internshala
Video Editor & Motion Graphics,Vex Digital Group,Work from home,"₹ 3,00,000 - 3,20,000","Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Audio Editing, Blender 3D, DaVinci Resolve, English Proficiency (Spoken), English Proficiency (Written), Final Cut Pro, Video Editing, Video Making,   ",https://internshala.com/job/detail/remote-video-editor-motion-graphics-job-at-vex-digital-group1744606784,Internshala
Digital Marketing Associate,DeltaX,Pune,"₹ 3,00,000 - 3,16,000","Analytical Thinking, Attention to Detail, English Proficiency (Spoken), English Proficiency (Written),,",https://internshala.com/job/detail/fresher-digital-marketing-associate-job-in-pune-at-deltax1745298825,Internshala
Junior Recruitment Associate,Change Leaders Consulting,Gurgaon,"₹ 3,00,000 - 3,10,000","Recruitment,",https://internshala.com/job/detail/fresher-junior-recruitment-associate-job-in-gurgaon-at-change-leaders-consulting1746617724,Internshala
International Voice Process Executive,Hir'd Services Private Limited,Navi Mumbai,"₹ 3,00,000 - 3,10,000","Analytical Thinking, Effective Communication, English Proficiency (Spoken),Cab/Transportation facility",https://internshala.com/job/detail/fresher-international-voice-process-executive-job-in-navi-mumbai-at-hird-services-private-limited1745126716,Internshala
Commercial Executive,Zigsaw Consultancy,Mumbai,"₹ 3,00,000 - 3,00,002","Advanced Excel, English Proficiency (Spoken), Mathematics",https://internshala.com/job/detail/commercial-executive-job-in-mumbai-at-zigsaw-consultancy1746505398,Internshala
Business Development Executive,Bidshade Media,Noida,"₹ 3,00,000 - 3,00,002","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office,",https://internshala.com/job/detail/business-development-executive-job-in-noida-at-bidshade-media1745997108,Internshala
Marketing Associate,House Of Krishna,Gurgaon,"₹ 3,00,000 - 3,00,001","Content Marketing, English Proficiency (Spoken), Instagram Marketing, Marketing, Market research,",https://internshala.com/job/detail/fresher-marketing-associate-job-in-gurgaon-at-house-of-krishna1742808814,Internshala
Associate Full Stack Developer,Spendtech,Work from home,"₹ 3,00,000 - 3,00,001","Bootstrap, CSS, Java, JavaScript, PostgreSQL, React, REST API, Spring Boot",https://internshala.com/job/detail/fresher-remote-associate-full-stack-developer-job-at-spendtech1746102764,Internshala
React Native Developer,QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,"₹ 3,00,000 - 3,00,001","Git, React Native, Redux",https://internshala.com/job/detail/fresher-remote-react-native-developer-job-at-quarterstack-technologies-private-limited1744718389,Internshala
Laravel Developer,QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,"₹ 3,00,000 - 3,00,001","Laravel, MongoDB, MySQL, PHP, Tailwind CSS,   ",https://internshala.com/job/detail/remote-laravel-developer-job-at-quarterstack-technologies-private-limited1744718373,Internshala
React.JS Developer,QUARTERSTACK TECHNOLOGIES PRIVATE LIMITED,Work from home,"₹ 3,00,000 - 3,00,001","Bootstrap, CSS, JavaScript, React, Redux, Tailwind CSS, TypeScript,   ",https://internshala.com/job/detail/fresher-remote-reactjs-developer-job-at-quarterstack-technologies-private-limited1744718184,Internshala
Associate Video Editor,7 Virtual Assistant Services,Chennai,"₹ 3,00,000","Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making,",https://internshala.com/job/detail/associate-video-editor-job-in-chennai-at-7-virtual-assistant-services1746611666,Internshala
Digital Marketing Manager,Growthify JurisAI Private Limited,Ahmedabad,"₹ 3,00,000","Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Paid Advertising, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",https://internshala.com/job/detail/digital-marketing-manager-job-in-ahmedabad-at-growthify-jurisai-private-limited1745323257,Internshala
Legal Executive,ABC REGISTRATION SERVICES,Delhi,"₹ 3,00,000","Corporate Law, Litigation,   ",https://internshala.com/job/detail/legal-executive-job-in-delhi-at-abc-registration-services1745669262,Internshala
Junior Accountant,Bhatia Tools & Technology,Bangalore,"₹ 3,00,000","MS-Excel, MS-Office, Tally",https://internshala.com/job/detail/junior-accountant-job-in-bangalore-at-bhatia-tools-technology1746102343,Internshala
Junior Lead Generation Associate,Thinking Forks Consulting Private Limited,Bangalore,"₹ 3,00,000","Client Interaction, Cold Calling, Effective Communication, Email Management, Lead Generation, Presentation skills,   ",https://internshala.com/job/detail/junior-lead-generation-associate-job-in-bangalore-at-thinking-forks-consulting-private-limited1746280200,Internshala
Business Development Associate,Gharpayy,Bangalore,"₹ 3,00,000","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing",https://internshala.com/job/detail/fresher-business-development-associate-job-in-bangalore-at-gharpayy1746261207,Internshala
Junior Social Media Marketing Associate,MeBumi Enterprises,Pune,"₹ 3,00,000","Cold Calling, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Social Media Marketing,",https://internshala.com/job/detail/fresher-junior-social-media-marketing-associate-job-in-pune-at-mebumi-enterprises1744646223,Internshala
Creative Marketing Associate,The Inventory,Chennai,"₹ 3,00,000","Adobe Creative Suite, Coordination, Photography, Social Media Marketing, Video Editing, Videography,",https://internshala.com/job/detail/fresher-creative-marketing-associate-job-in-chennai-at-the-inventory1745131976,Internshala
Graphic Designer,Weblyte,Changanassery,"₹ 3,00,000","Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, CorelDRAW",https://internshala.com/job/detail/graphic-designer-job-in-changanassery-at-weblyte1745836623,Internshala
Content & E-commerce Management Specialist,Diksha Mehta Invites,Delhi,"₹ 3,00,000","Adobe Photoshop, Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Shopify",https://internshala.com/job/detail/content-e-commerce-management-specialist-job-in-delhi-at-diksha-mehta-invites1745843674,Internshala
Receptionist,Material Depot,Bangalore,"₹ 3,00,000","Administrative Support, Effective Communication, Interpersonal skills,   ",https://internshala.com/job/detail/receptionist-job-in-bangalore-at-material-depot1745296220,Internshala
Executive (Client Experience),BookMyShow,Mumbai,"₹ 3,00,000","Client Relationship, Customer Support,",https://internshala.com/job/detail/executive-client-experience-job-in-mumbai-at-bookmyshow1744352519,Internshala
Executive (Order Management Systems),BookMyShow,Mumbai,"₹ 3,00,000","MS-Excel, Order Management,",https://internshala.com/job/detail/executive-order-management-systems-job-in-mumbai-at-bookmyshow1744352446,Internshala
General Management Trainee,BNM Business Solutions LLP,Thane,"₹ 3,00,000","Business Development, Client Interaction, Client Relationship, Client Relationship Management (CRM), English Proficiency (Spoken), Operations, Planning, Sales, Sales Strategy, Team Management",https://internshala.com/job/detail/fresher-general-management-trainee-job-in-multiple-locations-at-bnm-business-solutions-llp1744187791,Internshala
Robotics Trainer For School Students,Qlearncept,Latur,"₹ 3,00,000","Arduino, C Programming, Internet of Things (IoT), Python, Raspberry Pi, Robotics",https://internshala.com/job/detail/fresher-robotics-trainer-for-school-students-job-in-multiple-locations-at-qlearncept1745404168,Internshala
Software Engineer - Full Stack,CadencePro,Jaipur,"₹ 3,00,000","Amazon Web Services (AWS), FastAPI, Python, React",https://internshala.com/job/detail/software-engineer-full-stack-job-in-jaipur-at-cadencepro1746621438,Internshala
Administration Executive,Meet HR Placement,Kozhikode,"₹ 3,00,000","Administrative Support, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word,",https://internshala.com/job/detail/administration-executive-job-in-multiple-locations-at-meet-hr-placement1746448956,Internshala
Junior Customer Success And Support Agent,Simply Fleet,Work from home,"₹ 3,00,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Problem Solving, SQL,   ",https://internshala.com/job/detail/remote-junior-customer-success-and-support-agent-job-at-simply-fleet1746447967,Internshala
Business Development Manager,Digital Guruji,Work from home,"₹ 3,00,000","English Proficiency (Spoken), English Proficiency (Written)",https://internshala.com/job/detail/fresher-remote-business-development-manager-job-at-digital-guruji1746419686,Internshala
IT Administrator – Web Development & Integrations,FabLearner,Work from home,"₹ 3,00,000","Integromat (Make), Node.js, PHP, WordPress",https://internshala.com/job/detail/remote-it-administrator--web-development-integrations-job-at-fablearner1746278526,Internshala
Finance Associate,JMRC & Co.,Mumbai,"₹ 3,00,000","Accounting, English Proficiency (Spoken), Financial Modeling, MS-Excel, MS-Office",https://internshala.com/job/detail/fresher-finance-associate-job-in-mumbai-at-jmrc-co1746255826,Internshala
Business Development Executive,ReverseBits Tech LLP,Ahmedabad,"₹ 3,00,000","B2B Sales, Business Development, Client Relationship Management (CRM), Cold Calling, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, MS-Excel,   ",https://internshala.com/job/detail/business-development-executive-job-in-ahmedabad-at-reversebits-tech-llp1746255019,Internshala
Business Development Executive,Spoors Technology Solutions India Private Limited,Hyderabad,"₹ 3,00,000","Cold Calling, Effective Communication, Email Marketing, Lead Generation, LinkedIn Marketing,",https://internshala.com/job/detail/business-development-executive-job-in-hyderabad-at-spoors-technology-solutions-india-private-limited1746120835,Internshala
Telecaller,Global Services,Patna,"₹ 3,00,000","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken)",https://internshala.com/job/detail/fresher-part-time-telecaller-job-in-patna-at-global-services1746098760,Internshala
Corporate Sales Executive,Lovely Art Studio,Deoband,"₹ 3,00,000","Effective Communication, Management",https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-deoband-at-lovely-art-studio1746098711,Internshala
Project Associate,BRICS Chamber of Commerce & Industry,Delhi,"₹ 3,00,000","Canva, Interpersonal skills, Management, Microsoft Outlook, MS-Excel, MS-PowerPoint, Research and Analytics, Social Media Marketing,   ",https://internshala.com/job/detail/project-associate-job-in-delhi-at-brics-chamber-of-commerce-industry1746076511,Internshala
Associate Content Developer (English),Wiingy Private Limited,Bangalore,"₹ 3,00,000","English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/fresher-associate-content-developer-english-job-in-bangalore-at-wiingy-private-limited1746022874,Internshala
Content Writer,AddWeb Solution Private Limited,Ahmedabad,"₹ 3,00,000","Creative Writing, Digital Marketing, Effective Communication, English Proficiency (Spoken),",https://internshala.com/job/detail/fresher-content-writer-job-in-ahmedabad-at-addweb-solution-private-limited1746016265,Internshala
Business Associate,Daadu's Cake,Ghaziabad,"₹ 3,00,000","Branding, ChatGPT, Effective Communication, Google Sheets, Instagram Marketing, Marketing, MS-Excel, Operations, Sales, Self-learning",https://internshala.com/job/detail/fresher-business-associate-job-in-ghaziabad-at-daadus-cake1746015698,Internshala
Junior Recruitment Executive,Rajnikant & Company,Navi Mumbai,"₹ 3,00,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, Recruitment,",https://internshala.com/job/detail/fresher-junior-recruitment-executive-job-in-navi-mumbai-at-rajnikant-company1746014187,Internshala
Order Processing & Inventory Executive,Erobold Clothing Pvt. Ltd.,Mumbai,"₹ 3,00,000","MS-Excel,",https://internshala.com/job/detail/order-processing-inventory-executive-job-in-mumbai-at-erobold-clothing-pvt-ltd1745992579,Internshala
Product Manager,Digital Guruji,Work from home,"₹ 3,00,000","English Proficiency (Spoken), English Proficiency (Written)",https://internshala.com/job/detail/fresher-remote-product-manager-job-at-digital-guruji1745592619,Internshala
